schlag_nr,endzug_start,auslage,endzug_end,vorrolle_frames,antrieb_frames,dauer_s
631,18946,18964,18975,18,11,1.1600167636692387
632,18975,18994,19005,19,11,1.2000173417267985
633,19005,19023,19035,18,12,1.2000173417267985
634,19035,19054,19065,19,11,1.2000173417267985
635,19065,19084,19095,19,11,1.2000173417267985
636,19095,19114,19125,19,11,1.2000173417267985
637,19125,19144,19156,19,12,1.2400179197843584
638,19156,19174,19186,18,12,1.2000173417267985
639,19186,19204,19216,18,12,1.2000173417267985
640,19216,19234,19246,18,12,1.2000173417267985
641,19246,19265,19277,19,12,1.2400179197843584
642,19277,19295,19306,18,11,1.1600167636692387
643,19306,19325,19336,19,11,1.2000173417267985
644,19336,19355,19366,19,11,1.2000173417267985
645,19366,19385,19396,19,11,1.2000173417267985
646,19396,19414,19425,18,11,1.1600167636692387
647,19425,19444,19456,19,12,1.2400179197843584
648,19456,19475,19486,19,11,1.2000173417267985
649,19486,19505,19516,19,11,1.2000173417267985
650,19516,19534,19546,18,12,1.2000173417267985
651,19546,19565,19576,19,11,1.2000173417267985
652,19576,19594,19605,18,11,1.1600167636692387
653,19605,19624,19636,19,12,1.2400179197843584
654,19636,19654,19666,18,12,1.2000173417267985
655,19666,19685,19696,19,11,1.2000173417267985
656,19696,19715,19726,19,11,1.2000173417267985
657,19726,19745,19756,19,11,1.2000173417267985
658,19756,19775,19786,19,11,1.2000173417267985
659,19786,19805,19816,19,11,1.2000173417267985
660,19816,19835,19846,19,11,1.2000173417267985
661,19846,19864,19875,18,11,1.1600167636692387
662,19875,19894,19905,19,11,1.2000173417267985
663,19905,19924,19935,19,11,1.2000173417267985
664,19935,19955,19966,20,11,1.2400179197843584
665,19966,19985,19997,19,12,1.2400179197843584
666,19997,20016,20028,19,12,1.2400179197843584
667,20028,20047,20059,19,12,1.2400179197843584
668,20059,20077,20089,18,12,1.2000173417267985
669,20089,20107,20119,18,12,1.2000173417267985
670,20119,20138,20149,19,11,1.2000173417267985
671,20149,20168,20179,19,11,1.2000173417267985
672,20179,20198,20210,19,12,1.2400179197843584
673,20210,20229,20240,19,11,1.2000173417267985
674,20240,20259,20271,19,12,1.2400179197843584
675,20271,20290,20301,19,11,1.2000173417267985
676,20301,20319,20330,18,11,1.1600167636692387
677,20330,20347,20359,17,12,1.1600167636692387
678,20359,20375,20387,16,12,1.1200161856116786
679,20387,20404,20416,17,12,1.1600167636692387
680,20416,20434,20445,18,11,1.1600167636692387
681,20445,20463,20475,18,12,1.2000173417267985
682,20475,20492,20503,17,11,1.1200161856116786
683,20503,20521,20532,18,11,1.1600167636692387
684,20532,20550,20561,18,11,1.1600167636692387
685,20561,20579,20591,18,12,1.2000173417267985
686,20591,20609,20620,18,11,1.1600167636692387
687,20620,20638,20650,18,12,1.2000173417267985
688,20650,20669,20680,19,11,1.2000173417267985
689,20680,20699,20710,19,11,1.2000173417267985
690,20710,20729,20740,19,11,1.2000173417267985
691,20740,20759,20771,19,12,1.2400179197843584
692,20771,20790,20801,19,11,1.2000173417267985
693,20801,20821,20832,20,11,1.2400179197843584
694,20832,20852,20863,20,11,1.2400179197843584
695,20863,20882,20893,19,11,1.2000173417267985
696,20893,20912,20923,19,11,1.2000173417267985
697,20923,20942,20954,19,12,1.2400179197843584
698,20954,20972,20983,18,11,1.1600167636692387
699,20983,21002,21013,19,11,1.2000173417267985
700,21013,21032,21043,19,11,1.2000173417267985
701,21043,21061,21073,18,12,1.2000173417267985
702,21073,21091,21103,18,12,1.2000173417267985
703,21103,21122,21133,19,11,1.2000173417267985
704,21133,21151,21163,18,12,1.2000173417267985
705,21163,21181,21193,18,12,1.2000173417267985
706,21193,21211,21223,18,12,1.2000173417267985
707,21223,21242,21253,19,11,1.2000173417267985
708,21253,21272,21283,19,11,1.2000173417267985
709,21283,21303,21315,20,12,1.2800184978419185
710,21315,21334,21345,19,11,1.2000173417267985
711,21345,21364,21375,19,11,1.2000173417267985
712,21375,21394,21405,19,11,1.2000173417267985
713,21405,21424,21435,19,11,1.2000173417267985
714,21435,21453,21465,18,12,1.2000173417267985
715,21465,21483,21495,18,12,1.2000173417267985
716,21495,21512,21524,17,12,1.1600167636692387
717,21524,21542,21554,18,12,1.2000173417267985
718,21554,21572,21583,18,11,1.1600167636692387
719,21583,21602,21613,19,11,1.2000173417267985
720,21613,21631,21643,18,12,1.2000173417267985
721,21643,21661,21672,18,11,1.1600167636692387
722,21672,21691,21703,19,12,1.2400179197843584
723,21703,21721,21733,18,12,1.2000173417267985
724,21733,21752,21763,19,11,1.2000173417267985
725,21763,21783,21794,20,11,1.2400179197843584
726,21794,21814,21825,20,11,1.2400179197843584
727,21825,21846,21858,21,12,1.3200190758994783
728,21858,21876,21887,18,11,1.1600167636692387
729,21887,21906,21917,19,11,1.2000173417267985
730,21917,21936,21947,19,11,1.2000173417267985
731,21947,21966,21977,19,11,1.2000173417267985
732,21977,21996,22007,19,11,1.2000173417267985
733,22007,22026,22037,19,11,1.2000173417267985
734,22037,22055,22067,18,12,1.2000173417267985
735,22067,22085,22097,18,12,1.2000173417267985
736,22097,22115,22126,18,11,1.1600167636692387
737,22126,22145,22157,19,12,1.2400179197843584
738,22157,22175,22186,18,11,1.1600167636692387
739,22186,22203,22215,17,12,1.1600167636692387
740,22215,22233,22245,18,12,1.2000173417267985
741,22245,22264,22275,19,11,1.2000173417267985
742,22275,22294,22305,19,11,1.2000173417267985
743,22305,22324,22335,19,11,1.2000173417267985
744,22335,22354,22366,19,12,1.2400179197843584
745,22366,22384,22395,18,11,1.1600167636692387
746,22395,22414,22426,19,12,1.2400179197843584
747,22426,22444,22456,18,12,1.2000173417267985
748,22456,22475,22486,19,11,1.2000173417267985
749,22486,22505,22517,19,12,1.2400179197843584
750,22517,22536,22547,19,11,1.2000173417267985
751,22547,22566,22577,19,11,1.2000173417267985
752,22577,22595,22607,18,12,1.2000173417267985
753,22607,22625,22636,18,11,1.1600167636692387
754,22636,22654,22665,18,11,1.1600167636692387
755,22665,22684,22695,19,11,1.2000173417267985
756,22695,22713,22724,18,11,1.1600167636692387
757,22724,22742,22753,18,11,1.1600167636692387
758,22753,22771,22783,18,12,1.2000173417267985
759,22783,22800,22812,17,12,1.1600167636692387
760,22812,22830,22841,18,11,1.1600167636692387
761,22841,22860,22872,19,12,1.2400179197843584
762,22872,22890,22902,18,12,1.2000173417267985
763,22902,22921,22932,19,11,1.2000173417267985
764,22932,22951,22963,19,12,1.2400179197843584
765,22963,22981,22993,18,12,1.2000173417267985
766,22993,23011,23023,18,12,1.2000173417267985
767,23023,23042,23053,19,11,1.2000173417267985
768,23053,23072,23083,19,11,1.2000173417267985
769,23083,23101,23113,18,12,1.2000173417267985
770,23113,23131,23142,18,11,1.1600167636692387
771,23142,23161,23172,19,11,1.2000173417267985
772,23172,23191,23202,19,11,1.2000173417267985
773,23202,23221,23233,19,12,1.2400179197843584
774,23233,23251,23262,18,11,1.1600167636692387
775,23262,23281,23292,19,11,1.2000173417267985
776,23292,23311,23323,19,12,1.2400179197843584
777,23323,23341,23353,18,12,1.2000173417267985
778,23353,23371,23383,18,12,1.2000173417267985
779,23383,23402,23413,19,11,1.2000173417267985
780,23413,23431,23443,18,12,1.2000173417267985
781,23443,23461,23473,18,12,1.2000173417267985
782,23473,23491,23503,18,12,1.2000173417267985
783,23503,23522,23533,19,11,1.2000173417267985
784,23533,23552,23563,19,11,1.2000173417267985
785,23563,23583,23594,20,11,1.2400179197843584
786,23594,23613,23624,19,11,1.2000173417267985
787,23624,23643,23655,19,12,1.2400179197843584
788,23655,23674,23685,19,11,1.2000173417267985
789,23685,23704,23715,19,11,1.2000173417267985
790,23715,23734,23745,19,11,1.2000173417267985
791,23745,23764,23775,19,11,1.2000173417267985
792,23775,23793,23805,18,12,1.2000173417267985
793,23805,23822,23834,17,12,1.1600167636692387
794,23834,23852,23864,18,12,1.2000173417267985
795,23864,23882,23893,18,11,1.1600167636692387
796,23893,23912,23923,19,11,1.2000173417267985
797,23923,23941,23953,18,12,1.2000173417267985
