nose_x_norm,nose_y_norm,left_eye_inner_x_norm,left_eye_inner_y_norm,left_eye_x_norm,left_eye_y_norm,left_eye_outer_x_norm,left_eye_outer_y_norm,right_eye_inner_x_norm,right_eye_inner_y_norm,right_eye_x_norm,right_eye_y_norm,right_eye_outer_x_norm,right_eye_outer_y_norm,left_ear_x_norm,left_ear_y_norm,right_ear_x_norm,right_ear_y_norm,mouth_left_x_norm,mouth_left_y_norm,mouth_right_x_norm,mouth_right_y_norm,left_shoulder_x_norm,left_shoulder_y_norm,right_shoulder_x_norm,right_shoulder_y_norm,left_elbow_x_norm,left_elbow_y_norm,right_elbow_x_norm,right_elbow_y_norm,left_wrist_x_norm,left_wrist_y_norm,right_wrist_x_norm,right_wrist_y_norm,left_pinky_x_norm,left_pinky_y_norm,right_pinky_x_norm,right_pinky_y_norm,left_index_x_norm,left_index_y_norm,right_index_x_norm,right_index_y_norm,left_thumb_x_norm,left_thumb_y_norm,right_thumb_x_norm,right_thumb_y_norm,left_hip_x_norm,left_hip_y_norm,right_hip_x_norm,right_hip_y_norm,left_knee_x_norm,left_knee_y_norm,right_knee_x_norm,right_knee_y_norm,left_ankle_x_norm,left_ankle_y_norm,right_ankle_x_norm,right_ankle_y_norm,left_heel_x_norm,left_heel_y_norm,right_heel_x_norm,right_heel_y_norm,left_foot_index_x_norm,left_foot_index_y_norm,right_foot_index_x_norm,right_foot_index_y_norm,phase,GOOD,BAD
-0.24500130093635364,-1.4271588837968465,-0.21278258821208787,-1.4898007481621496,-0.1977934304507076,-1.4928132142162422,-0.18038391066818724,-1.4957929916055228,-0.23697368339941177,-1.485236621148289,-0.2403201061481087,-1.4843693703528629,-0.24343896898567763,-1.4839242705498685,-0.12150851880642097,-1.4543890771947217,-0.19825843844986663,-1.456143767146751,-0.21939659197897501,-1.354529301547707,-0.24549570978150428,-1.3507733764328664,-0.029711430763764063,-1.0342574482499831,-0.2492120821887326,-1.002825966249556,-0.32074869128419253,-0.7160667265844469,-0.46642915803971935,-0.6971420084944883,-0.6722828728361226,-0.5420109496244966,-0.7525617509738948,-0.5073003503994923,-0.7733821644185197,-0.4729511310797033,-0.8390972741652792,-0.47030228625092424,-0.7792211328797487,-0.5291722066548042,-0.8424708564398699,-0.4844903698408018,-0.7375346885343863,-0.548198047833891,-0.8061633825662082,-0.4970972680227082,-0.08757598726132501,0.03587256651778738,-0.2205512673565295,-0.03700830726704744,-0.5626564789408227,-0.46165672357872345,-0.6381544235459883,-0.3584478883358376,-0.6188846740032938,0.41791665198278394,-0.6038690818489928,0.3494648903963466,-0.5765464010364848,0.5535517198225401,-0.51670434100068,0.43548121837914355,-0.7993528677636685,0.6240807896127625,-0.7034626018525991,0.5568483061596459,0,1,0
-0.3119384575059669,-1.4456989682855728,-0.2720123723340581,-1.5110080942091368,-0.25779211920865613,-1.5101694861661399,-0.24258344392002898,-1.5079765027728844,-0.29380050869159124,-1.5128124640099565,-0.2962511944552339,-1.5133000005721595,-0.2979336347946918,-1.5136473227858778,-0.17806823147986037,-1.4571377761299262,-0.2413806460815465,-1.4738597792125276,-0.28521730745505874,-1.3638370424665127,-0.3081187206895124,-1.3654077628872616,-0.11430597075026648,-1.0353202954246983,-0.29991667571200137,-0.9948173999334472,-0.4252278935743981,-0.6923565923216856,-0.541564338394903,-0.6800376378511949,-0.7928138163777062,-0.5070700877200107,-0.8443467095195507,-0.5003822522322477,-0.8951882213323364,-0.44189025794960096,-0.9215797654864775,-0.4584060183824477,-0.9041269354891219,-0.47470252497276494,-0.9245932862794397,-0.4689468149610593,-0.8601832840415191,-0.5034151538519398,-0.8990292506897222,-0.4767611115616135,-0.15479594569036437,0.08066798552381572,-0.2857175173639925,0.045971163825296237,-0.5902075107186111,-0.4537290425496814,-0.6915904611357659,-0.4679288601094838,-0.6255011827749964,0.41634865081068356,-0.6675694425911738,0.34847620454840406,-0.6005560811382281,0.5913946957268809,-0.6034365729912551,0.48771729274115094,-0.8251271259943441,0.6707055213458482,-0.7964862852794852,0.5963983769245228,0,1,0
-0.37958057516758553,-1.4635760010720675,-0.3397838273495682,-1.5307032660827886,-0.3263832381682466,-1.5283993126242392,-0.3121766966481501,-1.5242926044337646,-0.35851849467945096,-1.5343504459721382,-0.35945576200749785,-1.5350596383798434,-0.3595915596369659,-1.5357326524203045,-0.2468729350605559,-1.4658313376608438,-0.30182931280976144,-1.4892600544089454,-0.3571412694003993,-1.3779737404970842,-0.3771521707625643,-1.38188817308768,-0.18456647765580292,-1.0364468883798483,-0.36103378319886,-0.9895914325190256,-0.52393385081919,-0.6708973367279466,-0.6059268114625098,-0.659589744991096,-0.9023944609745348,-0.4461949109613792,-0.9255881687182415,-0.44635628600843635,-1.000399148713365,-0.38937981963912466,-0.996665208311839,-0.4118601283798687,-1.0065291591814394,-0.4340551302563711,-1.0009761238356558,-0.4388858342793896,-0.9816557797878076,-0.43792127558309035,-0.9727814706232504,-0.43484499782738373,-0.22226495433500096,0.10792784345239997,-0.3473774198416471,0.08004305274354533,-0.6661802196574799,-0.45182128361919344,-0.7692366451337007,-0.4757430248676793,-0.6257710640832693,0.40129963661845036,-0.6533762830704861,0.3167517688269302,-0.5789735529390982,0.5418645539349727,-0.6146642682587292,0.4907397788145052,-0.8077155626552638,0.7055981289470473,-0.813489071385395,0.6089276199571508,0,1,0
-0.4169726502051489,-1.4825352865804498,-0.37202890854557535,-1.5516140945449706,-0.3584422897961184,-1.5475334664210774,-0.34423588011838063,-1.5415150646297222,-0.3887445419942216,-1.5585108630906204,-0.3878540787035156,-1.5607206646247582,-0.38581052214355965,-1.5626507090339414,-0.27953832969612047,-1.472888900323158,-0.3224880875226118,-1.5013098856647258,-0.3976416598868351,-1.3910646649383933,-0.4151043121399143,-1.3989612146904857,-0.22996665756121953,-1.038294527194766,-0.38743587474169755,-0.9911679375232626,-0.5775490621744502,-0.6654553456087838,-0.6377519747460356,-0.6561487912712063,-0.9657757961692349,-0.4304876078721228,-0.959014030078827,-0.44073703283799226,-1.0662151178645354,-0.3669181006709583,-1.0391930705904684,-0.3974410569775368,-1.0727828120029266,-0.4125803831854841,-1.0402921414532385,-0.43154432437715806,-1.0508193582689032,-0.4171331635163486,-1.022080657563294,-0.4283964562206736,-0.27410563346324657,0.12769589118982694,-0.3804714339853676,0.10502810261500181,-0.7251941119170677,-0.49514837427630376,-0.8210709299075489,-0.4858759011884519,-0.636753202957652,0.37033184419359505,-0.6520794157090664,0.28856558648607167,-0.5717975711182233,0.49381381525011375,-0.5966004807711263,0.4039530959297842,-0.8105269691123284,0.7084235106941348,-0.7957204789389365,0.5633654057928835,0,1,0
-0.4373521168810788,-1.4846412457768112,-0.39821095519173116,-1.5542303207501909,-0.38752117674778086,-1.5509270846141177,-0.375231095753847,-1.5459726753779688,-0.4102755857522764,-1.5606411884029003,-0.407979023705962,-1.5628417692120762,-0.4048655664051001,-1.5645508087474032,-0.3053095555525458,-1.479690301522652,-0.33942851219285325,-1.5042156500498873,-0.41776858252466204,-1.393545311878052,-0.4316844775649893,-1.4016035498028037,-0.2513716600243506,-1.0387793774689102,-0.39052705068393806,-0.9939101926631855,-0.6088511408998067,-0.6652426179630104,-0.6531881440246115,-0.6569970650071261,-1.021448868980371,-0.42621670650417354,-0.9853673729095328,-0.44429717205015296,-1.1093826463070207,-0.37471947672035927,-1.0734903110603373,-0.4025441473136436,-1.1181491413827453,-0.4178356196035386,-1.078273980321887,-0.4325667618689296,-1.0851095122119914,-0.4190158723986822,-1.0491668461448718,-0.431478271355446,-0.28687641169702555,0.1295039772971325,-0.38454496734233273,0.09545964343185315,-0.753279896301771,-0.5030118480766556,-0.799848001741792,-0.5097923028214102,-0.6557013230662811,0.3455686850118422,-0.650820518946954,0.26385714188318216,-0.5873906987248395,0.47409454918540833,-0.5901730998629886,0.37663575473280375,-0.8261744157707319,0.6757811884713439,-0.7752315171841005,0.5352373659322148,0,1,0
-0.4237804622393351,-1.4862805654248246,-0.3832439469466137,-1.5546920203301609,-0.371306807946938,-1.5514434658123617,-0.3570036259779094,-1.546578132569814,-0.39737744779998657,-1.5619071675717193,-0.3959449805726368,-1.5643159521857355,-0.3937388623843953,-1.5662700866658985,-0.28922491963267044,-1.4811976964104843,-0.3293586565195425,-1.5070534084983986,-0.4029891859559844,-1.3935923960804053,-0.4192835830685623,-1.4024141001438384,-0.23685568448836916,-1.037780869365244,-0.3839456119796515,-1.0060340863639694,-0.5986929508461625,-0.6751909809027729,-0.645559217780399,-0.6749644098093351,-0.9806116542280288,-0.49233881361226106,-0.9781418183617839,-0.4921024202630997,-1.076194958167439,-0.43147405239996733,-1.0684179729543988,-0.43861713955234505,-1.0893359497444668,-0.4632038936581482,-1.070505136374497,-0.4525075230962625,-1.0599426187672885,-0.4773653450915669,-1.037808495099919,-0.46640304849216957,-0.2789048271625341,0.12967405393986434,-0.3814605153603863,0.08746815070119696,-0.7443295140962399,-0.4944914038028676,-0.8089830950918714,-0.5188331948061934,-0.6506588802151795,0.34625532001598736,-0.647996719308171,0.25068173945053185,-0.5890517146810076,0.47779259550477643,-0.5810543549653889,0.36332560940955505,-0.819520002320901,0.6613510423108807,-0.7400644137920738,0.5408298551038414,0,1,0
-0.3437704765921455,-1.479582437992935,-0.3045032076866948,-1.5474767124057278,-0.2883599019171949,-1.5451052020985623,-0.2708220995196528,-1.5410722597077842,-0.3282324590914687,-1.5537742121102445,-0.3304711423423108,-1.5555877284746993,-0.3321585926913996,-1.557249432483177,-0.20450592045954877,-1.4800119391968647,-0.2617902387364409,-1.5047020165111569,-0.3175352974754308,-1.3819085756926899,-0.3406655890445995,-1.3894279574171118,-0.14433689137415104,-1.0413342186959313,-0.3230337830452994,-1.0071112384346042,-0.4889689936054195,-0.7032802591099817,-0.5741036258143645,-0.705305951030333,-0.8746382824865986,-0.551330358592048,-0.9012310840013057,-0.5446922276735175,-0.9772236352151599,-0.4824274324541159,-0.9912615173978806,-0.4970106475930378,-0.9847999233976585,-0.5156058257074088,-0.9872652766237073,-0.5086336721730945,-0.9462156967920783,-0.5354138876007033,-0.9507394058828479,-0.5240852670076389,-0.20887398964586498,0.11216657528482478,-0.3431335461572328,0.06608490222725252,-0.6587394324591421,-0.49575669491937707,-0.7741026169876732,-0.5149746304150998,-0.6308691444097453,0.38969012588016116,-0.6389075070989217,0.2802675602714221,-0.5679001132313111,0.5195229433555882,-0.5657852299552947,0.3872125442753423,-0.8029534166587728,0.7088045351107976,-0.7440793432205937,0.54071581146356,0,1,0
-0.22027677156570186,-1.458556811916983,-0.1790098496057446,-1.525957048291259,-0.16193850547330726,-1.5242939970186784,-0.1423848334111376,-1.5222355422721885,-0.20904050654491171,-1.5298626639241162,-0.21330244263246892,-1.5304597367659623,-0.21699284209503197,-1.5316760566863596,-0.084152700417502,-1.4719154010669089,-0.16272547251242836,-1.4949701634448334,-0.19179302102124204,-1.3643666861820278,-0.22175301045614232,-1.3679041155479013,-0.010633182247091266,-1.0378152802208664,-0.22404825407886964,-1.0214777047358121,-0.31980654578887346,-0.7012982729315419,-0.4551209730122546,-0.7042425105650036,-0.6446971665179944,-0.5457132808205226,-0.7219774879705176,-0.5485889604274568,-0.734595197225838,-0.47609187974881756,-0.8179296538689999,-0.5062674973613829,-0.748803123090701,-0.5160597589484364,-0.816403908172865,-0.5222109960362625,-0.7218216503025262,-0.5324903492175586,-0.7740687335014855,-0.5333055305214429,-0.08832089658801864,0.0790820537909312,-0.2264559592335739,-0.008089213254137648,-0.5192856825418012,-0.47603505569221494,-0.6228481849119181,-0.48111270045309135,-0.6216197437346671,0.43492616204898776,-0.6551585280754851,0.3314239775579792,-0.5891467730216352,0.6323016880475685,-0.6041567618756911,0.4581234295363796,-0.835651376356938,0.6570342598021014,-0.8153175930583,0.5125673360372917,0,1,0
-0.09757346147970572,-1.42929242276662,-0.05619473719956505,-1.4960425279898177,-0.04042111740387911,-1.4949990369213901,-0.023127091527585932,-1.4942272647141102,-0.08349823494888126,-1.4990077944794933,-0.08698731112969899,-1.4993228812365076,-0.08970906478284292,-1.5004009314832112,0.03371819169481246,-1.4511910100601597,-0.03539291352751777,-1.4705006995973948,-0.06937752280430294,-1.3409834056067955,-0.0965450910817924,-1.3435100984902326,0.11936298791077354,-1.026256067342424,-0.10886430923700051,-1.024873172841948,-0.14863350200204814,-0.6745798915701666,-0.325965693418222,-0.7029207909189675,-0.48140117629446777,-0.5429337802142651,-0.5430301617390056,-0.5723799140561054,-0.5624696583185351,-0.4679078971744494,-0.6428891463318682,-0.5269227123305481,-0.57579753643903,-0.5142009794542081,-0.6182493256766856,-0.5373810415137886,-0.5401429459256847,-0.5346403025609909,-0.5741005934401142,-0.5522966312390104,0.04569409234794797,0.03893420977167754,-0.10363491392125254,-0.05804586507646253,-0.3935058969365603,-0.37876545502435466,-0.5303361816791734,-0.4464102095331475,-0.586503861098998,0.5551182707286948,-0.6815376790479077,0.4191915675914791,-0.5760523877184103,0.7328873877216232,-0.6474133827920726,0.5352417167300522,-0.8063078158701715,0.7603970869199569,-0.8947520868097343,0.5323583243451336,0,1,0
0.017627886553512703,-1.395155354282285,0.05459041918640918,-1.470491874399509,0.0735302332264398,-1.4733199341945076,0.09325701430559152,-1.4758630496917513,0.022059371914366896,-1.466870593293498,0.01670143029887976,-1.4664067553952724,0.011071102370304304,-1.4667668663177853,0.14921816267050186,-1.4377802195763332,0.0535782653986168,-1.448666921063307,0.0528378387121192,-1.3229348953525077,0.015923955909585546,-1.3210924313501693,0.24893067040284114,-1.0220257074997772,0.0022588909566980493,-1.028601806588536,-0.01714738134843736,-0.695065952793111,-0.21923996325683132,-0.7058272557166598,-0.35805981511350987,-0.6128136582302149,-0.42701079779119067,-0.6118125132793746,-0.44633091111491113,-0.5550064531586915,-0.5270015588215807,-0.5531807660964985,-0.4579447067298583,-0.5925800751241941,-0.5050500038604304,-0.5738034160030632,-0.4169842523327151,-0.6096115369431226,-0.4593738778982404,-0.5907365234223964,0.15565325635662386,0.017948597851592935,-0.006392604621644571,-0.06305587470732232,-0.3282854597196688,-0.31515850459331746,-0.4220496357542317,-0.3984845892467014,-0.5655143598293315,0.5897088274860965,-0.6913003420254316,0.4856734724964776,-0.545095999657583,0.74632924356122,-0.6758028001288777,0.5897284719975439,-0.8031502573003222,0.7649161156069924,-0.9164845856918931,0.5579126695214862,0,1,0
